Full Name,Best Position,Weak Foot Rating,Skill Moves,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes
Daniel Bentley,GK,3,1,77,66,69,73,46,72,18,11,11,43,13,17,12,12,26,30,48,43,51,72,41,52,75,31,67,13,24,22,12,50,22,55,30,11,13,77,66,69,72,73
Joe Bryan,LB,4,3,76,63,70,68,70,74,76,60,67,69,45,66,71,62,70,68,77,75,76,65,86,72,90,79,71,66,71,72,67,69,61,64,66,72,70,13,14,14,9,14
Sven Michel,ST,3,3,74,74,66,74,34,73,67,76,54,72,74,74,72,59,54,74,76,72,76,74,74,78,73,78,72,69,68,32,75,64,63,67,34,31,22,11,11,11,7,11
Birger Verstraete,CDM,3,3,65,61,73,71,68,70,67,48,64,75,44,70,71,75,75,69,72,60,80,73,78,78,80,82,56,72,88,74,56,72,81,69,65,69,68,11,14,14,10,12
Mahmut Tekdemir,CDM,4,2,51,59,66,69,73,69,59,53,68,74,48,67,58,48,71,72,52,51,65,74,74,71,81,69,66,62,75,72,67,63,50,74,73,76,72,8,11,15,16,15
Michel David Cruceiro Muscato,CDM,3,2,60,64,68,64,71,78,69,53,65,74,53,62,66,71,69,71,58,61,59,66,46,81,52,86,78,75,74,74,56,56,74,73,72,72,65,10,9,13,9,9
Phil Jones,CB,3,2,37,50,60,55,74,66,58,44,76,69,49,55,38,35,66,54,41,34,52,68,48,68,79,28,75,49,86,74,42,54,50,60,73,75,74,10,8,6,16,11
Denys Popov,CB,4,2,63,38,48,57,74,74,29,38,80,68,28,56,22,21,63,57,60,66,53,68,59,42,77,64,76,40,80,70,25,34,37,64,73,75,74,7,15,7,13,9
Simon Deli,CB,3,2,69,46,51,63,74,80,28,37,71,62,52,64,52,51,66,65,62,75,54,66,37,66,71,72,85,46,78,72,38,44,50,76,74,75,73,11,8,8,12,10
Juan Cruz Ãlvaro Armada,CB,3,2,73,40,63,64,73,72,65,34,67,78,30,58,59,31,64,72,76,70,68,75,54,57,69,78,70,39,71,72,35,45,48,54,73,76,74,14,11,7,11,14
JosÃ© Artur de Lima Junior,CDM,2,3,62,51,64,70,69,79,51,48,61,70,42,67,49,59,75,73,57,66,77,68,68,59,62,84,76,49,84,68,66,62,57,67,69,71,69,6,6,10,13,5
Guto RamÃ³n Costinho Ribeiro,CB,3,2,62,37,56,61,74,74,38,32,73,69,33,58,41,35,63,66,59,64,51,68,64,52,74,68,77,32,74,72,39,53,44,67,73,75,74,10,10,12,14,12
HÃ¶rÃ°ur MagnÃºsson,CB,2,2,69,50,68,61,74,74,67,45,72,72,33,64,71,61,76,57,63,74,52,73,55,67,72,72,77,58,70,74,24,55,39,67,76,74,72,10,5,5,10,10
Sven Kums,CM,4,3,47,69,75,72,70,66,75,66,62,77,67,70,76,74,76,76,54,42,68,70,73,73,59,72,63,71,69,75,66,73,68,81,74,67,62,10,14,15,14,7
Manuel Agudo DurÃ¡n,CAM,3,4,58,74,76,73,45,60,73,76,56,79,65,74,83,76,69,71,64,53,73,79,73,71,61,49,61,75,73,50,78,79,74,77,49,39,27,10,15,12,8,8
Facundo Torres,CAM,3,3,81,70,70,73,38,54,69,69,61,73,67,75,71,60,66,73,83,80,83,69,64,72,67,67,54,72,32,35,72,69,58,57,37,35,30,8,9,10,6,8
GaÃ«tan Charbonnier,ST,3,3,31,75,68,72,36,66,57,77,77,74,71,74,63,59,59,79,30,32,46,76,47,76,46,54,82,71,47,28,79,78,72,78,27,43,20,11,13,11,8,16
TomÃ¡Å¡ ÄŒvanÄara,ST,3,2,74,71,56,69,25,75,44,74,76,68,71,70,52,43,45,73,72,75,66,72,47,68,61,64,83,64,72,17,78,61,72,67,21,20,19,10,15,12,8,13
Facundo GarcÃ©s,CB,4,2,60,37,54,56,74,77,38,31,70,68,26,51,36,33,60,57,59,61,61,70,48,55,74,69,81,29,78,71,43,53,49,70,75,75,73,7,6,9,12,13
Peter PekarÃ­k,RB,3,2,66,40,63,73,71,65,72,35,44,70,35,73,67,39,61,74,64,68,73,72,77,56,62,69,62,30,67,70,57,49,49,73,75,75,78,12,12,15,9,10
Javier GarcÃ­a,GK,1,1,75,68,75,79,37,72,11,11,12,13,14,11,13,13,12,15,37,37,38,62,43,56,66,32,38,14,17,24,10,53,19,32,20,14,11,75,68,75,72,79
Wesley SaÃ¯d,CF,3,4,74,73,67,76,29,58,64,75,64,71,71,76,59,52,65,73,75,73,84,75,84,74,61,66,60,72,44,23,76,69,60,73,28,25,23,11,9,12,12,14
NicolÃ¡s JÃºlio Formido Paiva,CAM,4,4,68,65,75,74,34,67,74,57,71,75,55,74,81,76,73,75,71,65,75,78,59,71,61,68,73,75,54,54,73,75,69,72,18,29,21,9,8,8,7,12
Ferdi Kadioglu,CAM,4,4,80,63,72,78,65,65,69,60,59,76,59,79,72,64,66,77,81,80,83,74,84,69,62,81,60,68,59,65,66,73,52,69,66,65,68,10,13,11,11,5
Amaral Alves Marcos Vinicius,ST,4,3,73,73,48,63,29,82,42,76,82,56,62,65,65,47,38,65,73,73,59,72,34,75,84,75,90,66,70,15,76,43,65,66,35,15,24,5,7,7,8,5
Joseph Okumu,CB,3,2,78,41,56,63,73,76,59,37,78,61,42,58,45,39,60,68,71,84,64,68,68,47,78,75,80,42,68,73,46,50,45,65,72,73,69,7,9,13,14,8
Sergi GÃ³mez SolÃ ,CB,3,2,58,46,61,61,74,72,45,40,71,71,39,57,52,42,68,69,64,53,54,72,44,58,78,63,76,48,71,74,52,63,40,68,75,75,74,15,16,11,11,7
Aleix GarcÃ­a Serrano,CAM,3,3,65,69,72,75,64,63,60,70,51,77,56,73,70,69,76,76,67,63,75,69,85,72,63,67,62,72,60,63,67,75,54,74,63,70,62,16,8,9,10,7
Benjamin VerbiÄ,CF,3,4,81,70,66,76,44,68,57,71,65,72,65,77,63,63,66,75,83,79,78,72,78,72,71,65,67,69,71,36,74,68,64,70,48,40,35,15,11,13,6,12
Charalampos Lykogiannis,LWB,3,2,82,68,67,67,68,73,69,62,52,70,55,69,71,73,67,72,75,87,48,66,51,84,61,72,82,74,56,70,63,58,58,64,67,72,69,9,7,10,14,12
Mathias Autret,LM,3,4,63,70,75,73,42,59,75,71,48,77,64,75,63,70,76,72,62,64,72,70,78,76,67,54,62,65,55,53,75,73,62,64,26,49,40,10,6,13,10,12
YounÃ¨s Belhanda,CAM,3,4,72,71,76,76,59,67,74,70,67,77,69,77,76,75,74,77,72,72,70,69,78,73,73,73,61,70,75,60,70,79,80,72,55,59,58,15,16,11,6,16
Patrick Pentz,GK,4,1,71,69,74,75,53,73,19,13,16,31,15,15,15,13,20,25,52,55,62,68,54,56,68,42,63,14,26,19,20,58,24,37,17,19,18,71,69,74,73,75
AdriÃ¡n MarÃ­n GÃ³mez,LWB,2,3,72,48,67,69,70,70,73,43,59,72,50,68,65,40,70,72,71,73,70,69,60,63,72,72,70,42,69,72,58,57,42,68,69,71,73,9,14,14,8,8
Lucas Menossi,CM,3,3,75,62,71,74,66,70,63,49,43,76,71,71,67,68,74,73,76,74,88,75,88,75,81,92,56,75,74,72,68,69,57,67,71,66,62,10,8,14,10,9
Lucas Villalba,CB,2,3,80,58,67,71,73,75,75,50,65,68,60,70,50,59,65,71,81,80,76,70,68,70,82,69,76,66,79,77,69,65,42,70,71,74,73,8,10,14,13,15
Luca Orellano,RW,3,4,90,70,63,78,33,59,66,67,49,67,69,78,66,71,55,77,91,90,90,62,87,79,69,74,56,73,47,27,66,55,52,70,29,35,39,10,13,7,13,11
Selim Amallah,CAM,3,3,68,75,72,74,63,75,70,72,64,72,72,77,73,74,74,74,69,67,71,70,57,78,69,74,76,79,77,66,71,72,79,72,62,62,57,13,10,10,8,14
Matt Grimes,CM,5,3,62,59,75,71,65,67,73,52,39,79,49,68,72,68,76,73,60,63,77,74,76,69,64,91,56,66,64,71,53,73,60,65,63,72,68,16,15,6,7,15
Valentin Eysseric,CAM,4,3,65,70,76,75,50,65,76,66,52,76,68,75,79,79,76,77,67,64,76,69,70,74,54,70,63,76,66,59,73,76,71,70,50,49,29,9,13,10,11,8
GastÃ³n GÃ³mez,GK,2,1,73,68,73,75,35,73,13,5,23,30,9,20,22,10,28,26,37,33,29,67,41,55,67,35,75,6,30,22,9,48,16,47,20,21,20,73,68,73,73,75
Carl Starfelt,CB,3,2,73,31,53,68,73,76,27,25,73,72,26,68,33,24,64,69,70,75,63,68,66,52,78,75,75,23,77,74,32,52,39,69,73,74,71,8,15,13,7,8
VÃ­tor Manuel Carvalho Oliveira,ST,3,2,75,72,61,71,28,80,58,74,71,66,70,73,55,48,59,72,76,75,66,72,70,75,76,73,81,67,85,36,73,60,65,65,19,22,15,5,8,6,9,15
Sebastian Polter,ST,3,2,70,72,53,61,35,85,51,75,81,58,67,60,44,41,50,64,64,75,54,72,48,77,77,74,92,62,84,30,76,53,71,69,35,30,13,6,14,13,8,12
Braian Samudio,ST,3,3,81,70,63,74,39,72,61,73,85,68,52,75,49,43,58,75,80,81,74,69,69,72,90,90,70,63,49,39,72,70,72,67,37,30,24,6,11,14,9,9
Yari Verschaeren,CAM,3,4,71,67,72,79,44,47,68,67,39,77,62,79,75,68,70,77,73,69,89,66,86,67,71,64,38,72,43,47,63,70,63,71,41,48,35,15,6,12,10,7
Jordan Torunarigha,CB,2,2,85,34,63,65,74,74,56,33,77,69,26,67,34,25,73,62,82,88,62,61,64,42,74,70,78,25,68,75,50,69,42,70,71,76,75,5,7,13,5,11
IÃ±igo CÃ³rdoba Kerejeta,CAM,3,4,81,71,70,76,63,68,72,71,51,70,65,76,74,63,65,75,84,78,82,71,76,70,67,71,66,72,71,52,71,72,69,74,68,68,69,13,8,12,13,8
Karlan Grant,ST,3,3,86,73,62,72,33,65,66,74,62,66,65,73,63,63,43,72,85,87,73,71,63,75,72,76,71,72,35,29,74,67,75,63,40,23,24,11,10,13,15,14
Juan Ãlvarez,RM,3,3,79,67,68,74,40,67,72,65,53,67,58,76,64,52,67,70,80,79,79,70,76,69,68,76,68,68,53,33,73,72,67,71,48,35,33,10,8,7,13,6
Julio Alberto Barroso,CB,3,2,64,56,57,61,75,76,48,56,72,64,47,54,32,54,63,65,65,63,66,73,72,63,92,76,81,51,57,74,50,58,66,72,77,74,72,11,16,8,9,10
LÃ¡szlÃ³ BÃ©nes,CAM,3,3,60,70,78,74,47,61,78,64,38,79,75,74,78,77,77,77,67,55,76,72,77,78,59,70,61,76,52,49,66,76,63,60,40,54,50,12,10,9,9,9
Vincent Janssen,ST,4,3,75,71,60,68,39,82,35,70,72,72,63,67,54,45,58,70,75,75,69,75,58,80,71,72,88,66,83,19,75,72,75,74,45,37,37,13,7,11,15,16
GaÃ«l Clichy,LB,4,3,72,43,68,73,71,64,73,34,64,74,59,74,63,38,72,72,72,72,76,66,74,52,70,73,63,43,54,74,68,59,45,73,72,72,70,10,11,9,11,6
Callum O'Hare,RM,3,3,81,58,69,77,63,66,62,59,51,73,55,78,63,52,71,73,84,79,83,73,87,54,81,90,47,56,79,64,74,72,58,69,64,67,61,11,7,11,14,15
Ignatius Ganago,ST,3,3,81,73,59,73,34,67,62,74,65,67,60,72,59,56,54,73,80,82,77,67,78,79,67,67,75,69,48,45,73,48,66,70,39,17,14,9,10,8,8,13
PathÃ© Ciss,CDM,3,2,63,56,61,62,71,82,48,55,75,73,32,60,33,30,68,67,65,61,56,69,58,70,83,88,81,51,78,70,64,60,40,60,67,74,72,13,5,11,14,13
Paolo Goltz,CB,3,2,54,55,65,58,72,78,57,48,77,70,52,56,70,67,70,60,53,55,54,72,52,70,76,68,80,58,86,73,46,61,66,72,72,71,72,13,14,7,15,7
Deniz TÃ¼rÃ¼Ã§,RM,3,3,74,71,73,74,57,70,74,65,52,73,64,73,82,73,73,74,75,74,77,72,76,79,65,77,69,78,67,64,65,72,74,73,51,61,55,10,11,16,11,13
Samuel Portugal Lima,GK,3,1,74,67,77,78,43,71,19,14,13,30,19,15,19,14,31,26,45,41,36,69,51,58,61,33,68,18,26,12,14,63,25,52,11,15,14,74,67,77,71,78
Hamza Choudhury,CB,3,2,63,45,62,66,74,73,43,37,64,75,49,63,50,54,66,68,65,62,74,64,71,67,69,66,70,40,88,76,53,59,45,64,75,74,78,9,14,8,10,11
Francisco L. Lima Silva Machado,CAM,3,4,71,70,75,75,54,49,75,66,36,75,71,74,80,71,74,75,73,70,79,73,80,76,36,62,41,72,57,52,72,73,74,77,59,58,51,5,12,6,5,8
FabiÃ¡n Orellana,RW,4,4,72,68,68,79,39,44,69,67,60,66,59,82,80,75,64,77,74,71,79,72,73,67,66,54,32,70,54,31,69,71,77,69,43,37,25,12,7,15,16,15
Ã“scar Plano PedreÃ±o,RM,4,3,85,69,70,72,56,73,71,68,68,69,59,70,80,64,63,72,82,87,83,67,75,78,63,79,72,65,70,60,72,73,66,69,51,58,45,8,14,16,8,13
RubÃ©n Sobrino Pozuelo,ST,4,3,77,73,63,74,37,64,59,73,75,70,72,77,69,57,50,75,74,79,72,68,61,75,66,54,67,73,68,32,71,62,66,65,40,31,21,13,8,11,7,15
Salih UÃ§an,CM,5,4,60,69,75,75,66,64,74,65,61,76,66,75,77,72,76,77,67,55,76,68,74,75,57,68,61,71,67,68,71,76,64,70,66,69,60,12,11,6,8,11
Adonis FrÃ­as,CB,3,2,69,37,59,66,73,76,36,35,70,74,30,64,36,40,67,66,66,72,68,71,62,47,74,73,76,27,79,75,46,59,53,74,72,73,74,10,12,12,12,13
Hillal Soudani,RW,4,4,74,72,70,74,43,75,73,72,71,71,68,75,71,59,68,74,72,76,76,69,71,75,70,64,81,70,75,48,75,68,67,73,40,37,28,14,15,9,9,8
Thomas Mangani,CDM,3,3,40,69,76,69,68,73,67,63,66,81,64,67,74,78,75,73,44,37,63,71,57,77,67,75,74,73,70,70,63,75,83,75,70,66,65,13,12,9,13,15
Emiliano Insua,CB,2,3,65,59,66,68,72,78,68,47,69,71,61,68,59,63,68,70,62,68,62,71,70,75,76,74,79,69,82,77,62,55,64,68,70,72,71,11,10,9,8,16
Thomas Kaminski,GK,3,1,72,75,69,74,46,67,18,14,10,40,17,11,11,17,46,16,47,45,59,69,42,52,66,31,62,15,29,17,18,53,24,47,17,11,17,72,75,69,67,74
Sonny Kittel,CAM,5,4,76,70,74,75,32,54,74,68,43,73,64,74,76,75,73,74,78,74,85,67,82,76,34,71,53,73,39,37,66,75,64,64,38,24,20,11,14,7,16,14
Arnaud Nordin,CAM,4,3,83,69,68,75,37,57,65,70,67,71,52,76,67,50,67,75,83,83,74,68,80,74,64,62,64,69,31,34,71,70,55,66,37,32,26,14,6,13,10,13
Sondre Tronstad,CDM,4,3,69,64,70,72,72,76,64,59,55,77,57,70,65,54,72,74,70,68,74,71,75,70,80,83,73,70,76,75,67,69,62,73,72,75,73,15,14,11,15,8
LoÃ¯s Diony,ST,3,3,71,74,63,71,25,73,67,75,70,68,66,72,57,48,49,72,69,72,63,69,72,77,72,66,78,71,68,21,75,67,68,70,18,23,15,7,6,8,14,16
Matteo Lovato,CB,3,2,70,30,52,60,75,72,40,24,68,66,31,59,38,29,54,62,67,73,56,74,49,40,74,62,79,30,67,74,30,48,45,64,78,77,73,12,10,6,6,13
LoÃ¯c BadÃ©,CB,3,2,57,33,54,62,73,77,31,25,72,70,24,58,35,23,59,71,54,59,52,65,41,59,75,67,84,25,71,72,33,57,33,73,72,77,71,7,6,14,7,7
Manuel Morlanes AriÃ±o,CM,3,3,68,64,74,73,69,67,67,64,55,78,60,72,68,70,76,74,72,65,72,73,73,66,64,72,65,65,66,70,60,75,68,73,72,69,68,5,9,14,11,14
Danijel AleksiÄ‡,CAM,4,3,68,75,73,75,51,74,68,73,56,74,65,75,80,79,70,75,69,68,78,68,68,81,68,82,72,77,69,54,74,73,70,73,43,53,53,15,16,13,13,13
Wuilker FarÃ­Ã±ez,GK,3,1,74,70,67,76,52,74,18,19,17,25,15,14,22,18,29,25,51,54,69,67,65,50,75,41,51,20,23,17,15,66,23,45,25,16,21,74,70,67,74,76
Isaiah Jones,RWB,4,3,85,55,65,73,64,58,72,55,49,69,48,75,50,41,59,72,84,86,75,70,77,59,56,79,55,50,41,60,61,64,54,60,66,69,63,13,12,8,8,10
Yassine Benrahou,CAM,3,4,75,67,72,79,41,57,72,63,46,72,59,78,75,72,67,77,74,75,90,69,89,72,50,65,59,70,42,31,68,75,69,70,41,43,47,10,13,8,11,14
MatÃ­as Rojas,CAM,3,4,73,72,74,75,55,59,69,67,59,75,68,77,83,79,73,78,70,75,74,67,59,80,62,69,58,78,46,59,70,74,70,67,52,57,50,8,6,12,8,11
Aderllan de Jesus Santos,CB,2,2,61,52,49,52,74,78,42,38,74,61,46,50,44,61,51,54,55,66,49,74,31,77,58,73,81,63,81,74,27,34,60,72,77,71,73,10,13,13,8,12
Lucas Eduardo dos Santos JoÃ£o,ST,4,4,69,73,61,72,27,65,48,73,72,63,66,75,73,44,61,74,60,77,66,66,48,81,54,46,86,69,40,22,70,71,60,65,20,23,20,11,10,13,13,10
JosÃ© Corpas Serna,RM,3,3,90,67,69,73,36,60,73,71,46,71,50,73,65,69,67,74,89,90,88,62,68,68,59,71,60,60,47,21,63,64,70,62,50,29,34,15,14,6,7,11
Christian Burgess,CB,3,2,44,34,52,50,75,79,30,36,79,68,29,43,26,25,71,58,43,45,37,67,54,46,62,72,86,21,73,73,25,46,34,76,80,73,68,6,13,9,6,9
Aster Vranckx,CAM,5,3,63,65,70,77,63,75,64,63,62,78,58,79,68,58,70,78,73,54,74,75,74,77,70,76,75,66,77,64,70,67,41,71,58,68,62,9,14,13,12,7
Deyovaisio Zeefuik,RB,3,2,82,41,60,69,69,80,72,33,60,62,38,70,48,39,57,65,78,86,74,65,75,65,90,79,77,29,85,72,56,57,46,62,65,74,73,6,5,6,10,10
Lucas HÃ¶ler,ST,2,2,71,73,51,62,51,79,45,77,77,59,69,61,50,39,43,59,67,75,65,78,64,78,80,83,80,64,72,41,79,54,57,59,49,54,39,8,7,12,10,10
Ryan Yates,CB,3,2,65,59,60,64,71,84,47,60,75,70,50,62,43,34,68,68,62,68,65,66,55,61,84,90,80,56,86,72,58,60,55,62,69,71,69,10,8,6,6,11
Pavao Pervan,GK,4,1,72,73,69,75,30,70,19,9,15,22,8,14,15,14,31,15,32,27,36,70,33,52,44,23,54,15,28,15,5,34,14,30,16,21,19,72,73,69,70,75
Daniel Heuer Fernandes,GK,4,1,74,69,75,75,43,70,7,11,10,38,7,20,13,12,40,26,42,44,39,68,33,56,70,43,69,9,25,16,7,44,19,28,12,16,11,74,69,75,70,75
Rodrigo EcheverrÃ­a,CDM,3,2,75,61,67,70,71,83,61,61,68,73,36,68,45,48,73,71,68,80,73,72,67,67,82,92,81,59,76,72,67,70,55,73,70,73,72,10,14,8,12,8
Manolis Siopis,CDM,2,2,74,45,63,70,73,75,58,36,57,66,42,67,56,49,68,67,76,73,79,68,91,64,75,92,64,42,82,77,53,62,59,72,73,77,73,6,15,7,10,5
Rabbi Matondo,RM,3,3,92,70,65,74,38,53,67,71,42,68,60,74,69,67,53,71,94,90,87,66,83,74,77,69,48,71,41,27,70,66,56,58,38,46,34,8,5,6,12,13
Mattia Valoti,CM,3,3,62,70,75,75,54,52,72,68,48,78,69,74,78,65,76,77,61,63,72,69,76,68,53,71,39,73,58,59,71,73,75,73,50,56,51,6,12,11,8,14
Tom Heaton,GK,3,1,71,73,71,73,49,75,17,12,16,32,12,17,15,13,37,28,50,48,54,65,52,53,73,38,66,12,31,24,12,46,24,60,16,15,13,71,73,71,75,73
Domagoj BradariÄ‡,LWB,3,3,78,55,67,73,69,66,71,53,62,71,46,74,63,38,64,74,78,78,74,69,73,59,59,71,62,55,71,70,69,65,43,69,68,71,70,11,10,13,13,6
Juan Manuel GarcÃ­a,ST,5,3,78,72,50,67,37,77,38,75,78,59,69,65,52,50,47,69,75,80,68,73,62,77,90,69,82,64,71,36,74,48,67,63,31,32,27,11,9,14,11,6
Tobias Sippel,GK,2,1,74,69,76,77,47,69,14,12,13,33,12,13,15,14,26,19,50,42,48,70,41,57,64,41,65,11,36,15,16,31,18,41,12,15,12,74,69,76,69,77
David Pereira Da Costa,CAM,3,3,72,65,66,80,33,43,63,68,34,70,55,81,69,49,62,78,75,70,85,71,84,56,40,51,39,73,43,32,66,67,48,76,36,30,35,6,8,9,10,10
Vanja MilinkoviÄ‡-SaviÄ‡,GK,3,1,73,71,78,73,43,74,18,20,12,31,16,15,55,59,30,18,41,45,38,63,38,59,58,33,73,45,34,21,12,58,24,65,11,15,19,73,71,78,74,73
Jeremy Toljan,RB,4,3,86,42,63,69,66,67,75,39,49,70,41,68,61,32,63,71,85,86,73,67,70,49,80,71,65,38,62,68,56,48,39,58,63,72,71,10,13,10,11,12
LoÃ¯c Lapoussin,LM,3,3,76,63,67,74,67,72,67,62,49,70,48,78,55,52,66,73,74,78,73,68,65,69,72,83,67,64,72,70,67,70,50,70,67,72,68,13,10,8,13,9
Ilan Kebbal,LM,2,4,77,66,71,79,24,53,72,65,32,73,65,80,63,66,68,73,82,73,90,68,90,72,53,72,47,64,45,17,69,70,62,74,32,20,21,9,11,12,11,11
Etienne Green,GK,3,1,72,71,74,75,26,72,14,6,12,27,5,15,12,13,17,17,28,22,38,68,29,56,37,34,74,10,23,7,4,32,12,35,9,13,11,72,71,74,72,75
Ali Gholizadeh,RM,3,4,76,68,68,76,48,69,65,68,34,68,58,76,68,65,65,76,79,74,77,70,79,72,80,80,66,69,62,43,70,72,55,70,49,55,47,14,12,13,10,8
AndrÃ©s Andrade,LM,3,3,77,73,69,75,41,63,65,70,45,71,66,76,66,73,69,77,76,78,79,67,68,80,66,71,70,75,35,37,70,70,78,59,52,35,29,13,8,13,9,13
Cristian CÃ¡sseres Jr,CDM,4,3,77,58,67,73,72,75,59,55,64,73,47,72,72,69,65,74,77,77,74,68,80,62,72,85,66,67,84,70,62,64,48,70,71,77,72,9,15,13,8,12
Andrea Conti,RB,2,3,74,58,67,72,70,62,73,58,64,70,59,71,65,42,65,74,70,77,74,69,68,66,52,70,56,49,67,69,70,62,48,69,71,70,70,9,13,13,9,10
Miha BlaÅ¾iÄ,CB,3,2,61,34,54,47,75,71,28,30,72,68,29,31,26,32,69,59,57,65,58,72,55,48,72,59,80,33,65,73,25,58,38,55,75,77,72,6,11,13,12,11
Rodrigo SÃ¡nchez RodrÃ­guez,CAM,4,3,71,71,69,76,38,48,65,75,48,76,38,77,40,54,71,76,76,67,75,72,81,73,60,50,43,73,56,35,69,71,50,65,32,40,41,11,12,11,13,13
Jack Stacey,RB,3,3,73,55,66,70,69,71,72,51,64,69,45,71,62,40,61,70,74,73,73,68,70,62,69,78,70,56,65,69,67,65,47,65,67,71,70,6,11,11,13,13
LÃºcio Anselmo Calegario Pitta,CM,3,2,75,65,69,70,66,76,62,59,25,77,64,70,62,52,72,71,73,77,71,74,61,72,58,92,69,70,77,72,66,68,65,67,72,70,68,9,15,11,13,16
Admir Mehmedi,CAM,3,3,66,74,70,77,43,66,72,74,55,74,80,79,74,58,58,77,65,67,77,71,76,77,65,62,67,70,68,44,72,72,69,75,43,39,36,13,14,8,15,16
Helibelton Palacios,RB,2,3,79,35,61,61,69,80,62,27,67,71,59,58,38,34,60,60,79,79,72,67,66,52,64,90,78,25,77,69,54,58,39,55,68,71,70,8,9,11,7,11
AdriÃ¡n Arregui,CDM,3,2,72,67,72,71,71,79,62,60,72,80,67,69,65,65,72,73,73,71,73,74,72,78,90,73,80,70,80,70,71,72,60,70,71,73,67,9,16,7,16,15
Gianluca Lapadula,ST,3,3,76,72,59,74,24,67,50,76,72,67,75,72,68,69,43,74,73,78,79,74,79,74,80,64,61,61,81,19,78,60,71,70,21,15,18,9,15,15,11,12
Marcel Schuhen,GK,3,1,74,69,73,76,53,69,19,19,14,30,14,22,15,20,28,27,55,50,47,72,48,55,64,40,78,13,26,18,17,55,26,63,19,16,18,74,69,73,69,76
Robin Quaison,CF,3,3,71,72,67,75,44,70,67,72,54,70,76,74,72,56,66,75,76,66,75,79,75,74,56,76,73,71,56,49,77,65,67,76,39,39,55,9,8,13,9,13
Paul Dummett,LB,2,2,62,40,63,67,75,69,63,41,71,70,33,65,54,52,68,70,65,60,60,73,74,42,75,64,70,35,72,75,56,52,43,64,75,75,77,15,11,13,11,13
TomÃ¡s Guidara,RWB,2,3,81,41,63,67,67,77,65,33,50,73,37,67,64,35,57,66,80,82,78,65,53,57,55,90,70,39,83,70,55,53,41,57,64,72,69,5,14,8,15,9
Fabio Depaoli,RWB,3,3,73,53,70,72,69,57,76,50,62,74,48,72,73,44,71,74,75,72,69,74,72,62,35,66,52,47,64,68,65,64,65,65,67,72,73,8,10,5,6,13
Sergio LeÃ³n Limones,ST,4,3,76,74,67,74,38,70,61,74,71,71,74,74,74,64,57,73,77,75,78,71,72,75,77,70,71,72,65,35,75,70,72,76,41,33,21,6,8,11,13,10
Gustavo H. Vernes,CB,3,2,54,34,49,57,73,79,32,33,78,64,31,55,31,33,59,62,53,54,53,68,41,48,72,66,86,21,79,72,31,43,49,67,75,70,71,13,7,6,10,11
Daley Sinkgraven,LM,3,3,74,60,72,76,69,63,72,58,67,72,65,76,74,65,74,77,79,70,81,69,78,63,68,73,54,59,73,71,70,72,56,68,69,70,68,10,13,11,14,15
Sean Johnson,GK,2,1,73,67,70,76,42,70,13,12,14,43,17,19,13,19,46,20,42,43,44,73,52,53,71,35,72,20,30,18,13,35,16,50,16,15,15,73,67,70,70,76
Ibrahim Å ehiÄ‡,GK,1,1,69,72,67,73,32,76,22,7,12,16,8,11,14,11,14,21,30,35,26,68,26,50,30,32,35,5,34,30,14,44,13,41,9,11,7,69,72,67,76,73
Ivo Tiago Santos Rodrigues,RM,4,4,75,70,69,75,43,64,73,66,48,67,66,76,75,64,58,75,78,72,83,70,70,76,85,63,61,73,67,39,71,77,70,65,39,47,45,8,7,16,11,13
Tino Kadewere,ST,3,3,75,74,67,74,38,67,64,76,69,72,69,74,67,57,60,74,74,75,78,71,66,78,78,64,71,68,59,30,76,68,73,75,34,39,35,12,9,14,8,15
Henry Onyekuru,RM,4,4,91,70,64,75,34,54,65,70,57,66,69,74,70,45,62,73,92,91,90,66,84,71,83,69,44,70,53,18,71,65,65,69,37,38,25,12,9,9,6,11
Thiago Marcos Rolim Nascimento,LW,2,2,79,69,69,73,39,52,77,70,55,69,61,76,53,54,61,71,77,80,73,68,80,74,59,56,53,60,42,34,79,73,64,57,33,42,43,11,10,12,10,8
IvÃ¡n SÃ¡nchez Aguayo,LW,3,3,75,69,71,78,39,45,70,72,40,75,47,77,74,67,63,77,77,73,89,66,87,68,80,60,30,68,55,40,68,73,65,74,55,25,28,14,8,12,9,8
Andreas MaxsÃ¸,CB,4,2,50,45,55,54,72,81,41,47,75,68,31,41,44,35,66,67,49,50,49,67,67,52,83,76,87,31,70,73,47,46,61,68,75,70,68,10,9,10,16,10
David Jason Remeseiro Salgueiro,RM,4,3,70,71,71,72,49,63,72,71,62,73,70,73,70,69,67,72,71,70,68,75,67,75,70,63,62,69,63,54,73,71,68,69,43,50,40,9,9,11,11,14
Christophe HÃ©relle,CB,2,2,56,48,61,61,73,74,57,47,75,72,35,58,49,42,69,65,48,63,56,69,60,59,77,67,76,44,76,74,50,45,47,69,71,74,72,15,10,14,12,13
